Ship Mode,Segment,Country,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Cluster
Second Class,Consumer,United States,Boca Raton,Florida,South,Office Supplies,Labels,4.608000000000004,2.0,0.2,1.6704000000000008,0
First Class,Home Office,United States,New York City,New York,East,Office Supplies,Labels,9.820000000000022,2.0,0.0,4.811799999999998,0
First Class,Home Office,United States,New York City,New York,East,Office Supplies,Art,35.97,3.0,0.0,9.7119,0
First Class,Home Office,United States,New York City,New York,East,Office Supplies,Paper,12.960000000000008,2.0,0.0,6.2208000000000006,0
First Class,Home Office,United States,New York City,New York,East,Office Supplies,Paper,191.6,4.0,0.0,91.968,0
First Class,Home Office,United States,New York City,New York,East,Office Supplies,Labels,8.639999999999986,3.0,0.0,4.233599999999999,0
First Class,Home Office,United States,New York City,New York,East,Office Supplies,Storage,501.81,3.0,0.0,0.0,0
Second Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,127.104,6.0,0.2,28.5984,0
Second Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Phones,124.2,3.0,0.4,-31.05000000000001,0
Second Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,18.587999999999994,2.0,0.7,-13.6312,0
Second Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Labels,30.072000000000003,3.0,0.2,10.1493,0
Second Class,Home Office,United States,New York City,New York,East,Technology,Phones,160.93,7.0,0.0,3.2185999999999986,0
Second Class,Home Office,United States,New York City,New York,East,Office Supplies,Binders,75.792,3.0,0.2,25.5798,0
Standard Class,Consumer,United States,Portland,Oregon,West,Office Supplies,Binders,1.0800000000000125,2.0,0.7,-0.7920000000000016,0
First Class,Corporate,United States,Detroit,Michigan,Central,Technology,Machines,3059.982,2.0,0.1,679.996,1
First Class,Consumer,United States,Wilmington,North Carolina,South,Office Supplies,Binders,3.2820000000000107,2.0,0.7,-2.6255999999999986,0
First Class,Corporate,United States,Columbus,Indiana,Central,Office Supplies,Paper,34.01999999999998,3.0,0.0,16.6698,0
Standard Class,Consumer,United States,New York City,New York,East,Furniture,Chairs,599.292,6.0,0.1,93.22320000000002,0
Second Class,Consumer,United States,Louisville,Colorado,West,Office Supplies,Art,3.391999999999996,1.0,0.2,0.8055999999999983,0
Second Class,Consumer,United States,Louisville,Colorado,West,Technology,Phones,559.9840000000002,2.0,0.2,55.9984,0
Second Class,Consumer,United States,Louisville,Colorado,West,Furniture,Chairs,603.92,5.0,0.2,75.49,0
Standard Class,Home Office,United States,Pasadena,Texas,Central,Office Supplies,Labels,7.967999999999961,2.0,0.2,2.589600000000001,0
Standard Class,Home Office,United States,Pasadena,Texas,Central,Office Supplies,Envelopes,27.96799999999999,4.0,0.2,9.4392,0
Standard Class,Home Office,United States,Pasadena,Texas,Central,Technology,Machines,336.51,3.0,0.4,44.868,0
Same Day,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,1.1119999999999948,2.0,0.8,-1.8903999999999996,0
Standard Class,Corporate,United States,Auburn,New York,East,Furniture,Furnishings,520.05,5.0,0.0,72.807,0
Standard Class,Corporate,United States,Auburn,New York,East,Office Supplies,Art,17.97,3.0,0.0,5.211300000000001,0
Second Class,Home Office,United States,Jacksonville,Florida,South,Furniture,Chairs,1166.92,5.0,0.2,131.2785,0
First Class,Consumer,United States,New York City,New York,East,Office Supplies,Binders,14.623999999999995,2.0,0.2,5.484000000000002,0
First Class,Consumer,United States,San Jose,California,West,Office Supplies,Fasteners,10.22999999999999,3.0,0.0,4.910399999999999,0
First Class,Consumer,United States,San Jose,California,West,Office Supplies,Paper,154.9,5.0,0.0,69.705,0
Standard Class,Corporate,United States,Virginia Beach,Virginia,South,Office Supplies,Binders,2715.93,7.0,0.0,1276.4871,1
Standard Class,Corporate,United States,Virginia Beach,Virginia,South,Technology,Phones,617.97,3.0,0.0,173.0316,0
Standard Class,Consumer,United States,Henderson,Kentucky,South,Office Supplies,Envelopes,10.669999999999987,1.0,0.0,4.908200000000001,0
Standard Class,Consumer,United States,Henderson,Kentucky,South,Office Supplies,Storage,36.629999999999995,3.0,0.0,9.8901,0
Standard Class,Consumer,United States,Henderson,Kentucky,South,Furniture,Furnishings,24.099999999999994,5.0,0.0,9.158000000000001,0
Standard Class,Consumer,United States,Henderson,Kentucky,South,Furniture,Furnishings,33.110000000000014,7.0,0.0,12.912900000000002,0
Standard Class,Home Office,United States,Vancouver,Washington,West,Office Supplies,Art,44.02000000000001,2.0,0.0,11.4452,0
Same Day,Consumer,United States,New York City,New York,East,Technology,Accessories,2309.65,7.0,0.0,762.1845,1
Same Day,Consumer,United States,New York City,New York,East,Furniture,Tables,1090.782,7.0,0.4,28.770872676991154,0
Same Day,Consumer,United States,New York City,New York,East,Office Supplies,Paper,19.440000000000026,3.0,0.0,9.331200000000003,0
Standard Class,Consumer,United States,Murrieta,California,West,Office Supplies,Storage,484.65,3.0,0.0,92.08349999999999,0
Standard Class,Consumer,United States,Jacksonville,North Carolina,South,Office Supplies,Paper,115.29600000000002,3.0,0.2,40.3536,0
First Class,Consumer,United States,Scottsdale,Arizona,West,Office Supplies,Envelopes,7.0800000000000125,3.0,0.2,2.4780000000000015,0
First Class,Consumer,United States,Scottsdale,Arizona,West,Office Supplies,Binders,4.4010000000000105,3.0,0.7,-3.5208000000000013,0
Standard Class,Consumer,United States,Burlington,Iowa,Central,Office Supplies,Paper,44.75000000000003,5.0,0.0,20.585,0
First Class,Consumer,United States,Chicago,Illinois,Central,Technology,Phones,95.98399999999998,2.0,0.2,5.998999999999999,0
First Class,Consumer,United States,San Diego,California,West,Furniture,Furnishings,151.72,4.0,0.0,27.3096,0
Second Class,Consumer,United States,Olympia,Washington,West,Furniture,Furnishings,155.25,3.0,0.0,46.575,0
Second Class,Consumer,United States,Olympia,Washington,West,Office Supplies,Storage,14.030000000000001,1.0,0.0,4.0687,0
Second Class,Consumer,United States,Seattle,Washington,West,Furniture,Tables,1618.37,13.0,0.0,356.0414,0
Second Class,Consumer,United States,Seattle,Washington,West,Technology,Accessories,99.6,1.0,0.0,36.852,0
Second Class,Home Office,United States,Los Angeles,California,West,Office Supplies,Paper,32.400000000000006,5.0,0.0,15.552,0
Standard Class,Corporate,United States,New York City,New York,East,Furniture,Furnishings,13.960000000000008,2.0,0.0,6.700800000000001,0
Standard Class,Corporate,United States,New York City,New York,East,Furniture,Furnishings,155.82,3.0,0.0,63.8862,0
Standard Class,Corporate,United States,New York City,New York,East,Technology,Phones,124.95,5.0,0.0,2.4989999999999988,0
Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Storage,601.65,5.0,0.0,156.42899999999997,0
Standard Class,Consumer,United States,Washington,District of Columbia,East,Office Supplies,Art,22.74000000000001,3.0,0.0,8.8686,0
Standard Class,Consumer,United States,Washington,District of Columbia,East,Furniture,Chairs,1267.5300000000002,3.0,0.0,316.8825,0
Standard Class,Consumer,United States,Washington,District of Columbia,East,Technology,Machines,1379.92,8.0,0.0,648.5624,0
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,6.207999999999998,2.0,0.2,2.1727999999999987,0
First Class,Home Office,United States,Los Angeles,California,West,Office Supplies,Binders,11.807999999999993,2.0,0.2,4.2804,0
Second Class,Home Office,United States,Springfield,Ohio,East,Office Supplies,Paper,15.551999999999992,3.0,0.2,5.443200000000001,0
Second Class,Home Office,United States,Springfield,Ohio,East,Office Supplies,Paper,63.31200000000001,3.0,0.2,20.5764,0
Second Class,Home Office,United States,Springfield,Ohio,East,Technology,Phones,15.587999999999994,2.0,0.4,-9.872399999999999,0
Standard Class,Corporate,United States,Hackensack,New Jersey,East,Office Supplies,Paper,177.2,5.0,0.0,83.284,0
Standard Class,Corporate,United States,Hackensack,New Jersey,East,Technology,Phones,197.97,3.0,0.0,57.4113,0
Standard Class,Corporate,United States,Hackensack,New Jersey,East,Furniture,Chairs,854.94,3.0,0.0,213.735,0
Standard Class,Corporate,United States,Hackensack,New Jersey,East,Furniture,Furnishings,124.11,9.0,0.0,52.1262,0
Standard Class,Corporate,United States,Hackensack,New Jersey,East,Office Supplies,Labels,14.400000000000006,5.0,0.0,7.056000000000001,0
First Class,Consumer,United States,Cincinnati,Ohio,East,Office Supplies,Paper,15.695999999999998,3.0,0.2,5.101199999999999,0
First Class,Consumer,United States,Cincinnati,Ohio,East,Office Supplies,Binders,2.6279999999999575,2.0,0.7,-1.9271999999999991,0
First Class,Consumer,United States,Cincinnati,Ohio,East,Office Supplies,Binders,14.426999999999992,3.0,0.7,-10.579799999999999,0
Standard Class,Home Office,United States,Jefferson City,Missouri,Central,Furniture,Furnishings,86.62,2.0,0.0,8.661999999999999,0
First Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,36.623999999999995,3.0,0.2,13.734000000000002,0
First Class,Consumer,United States,Burlington,North Carolina,South,Office Supplies,Art,23.96799999999999,7.0,0.2,2.6964000000000006,0
First Class,Consumer,United States,Burlington,North Carolina,South,Office Supplies,Art,28.72800000000001,3.0,0.2,1.7955000000000005,0
Standard Class,Home Office,United States,Saint Peters,Missouri,Central,Furniture,Tables,697.16,4.0,0.0,146.4036,0
Second Class,Consumer,United States,New York City,New York,East,Technology,Accessories,31.860000000000014,2.0,0.0,11.151,0
Second Class,Consumer,United States,New York City,New York,East,Furniture,Bookcases,722.352,3.0,0.2,90.29399999999998,0
First Class,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Art,8.840000000000003,5.0,0.2,2.9834999999999994,0
First Class,Corporate,United States,Chicago,Illinois,Central,Office Supplies,Appliances,58.464,9.0,0.8,28.770872676991154,0
Standard Class,Home Office,United States,Rockford,Illinois,Central,Furniture,Chairs,254.604,14.0,0.3,-18.186,0
Standard Class,Consumer,United States,Miami,Florida,South,Technology,Phones,1363.96,5.0,0.2,85.2475,0
Standard Class,Consumer,United States,Miami,Florida,South,Furniture,Furnishings,102.36000000000001,3.0,0.2,-3.8385000000000034,0
Second Class,Consumer,United States,San Francisco,California,West,Technology,Phones,1113.504,12.0,0.2,125.26920000000001,0
Second Class,Consumer,United States,San Francisco,California,West,Technology,Accessories,99.99000000000001,1.0,0.0,37.9962,0
First Class,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,168.464,2.0,0.2,-29.4812,0
First Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,6.719999999999999,2.0,0.2,2.436,0
First Class,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,282.888,9.0,0.2,56.5776,0
Standard Class,Home Office,United States,New York City,New York,East,Office Supplies,Art,11.159999999999997,2.0,0.0,4.352399999999999,0
Standard Class,Home Office,United States,New York City,New York,East,Furniture,Furnishings,108.40000000000002,2.0,0.0,22.764,0
Standard Class,Home Office,United States,New York City,New York,East,Office Supplies,Binders,82.344,3.0,0.2,27.7911,0
Standard Class,Home Office,United States,New York City,New York,East,Office Supplies,Binders,9.087999999999994,4.0,0.2,3.2943999999999996,0
Standard Class,Corporate,United States,San Diego,California,West,Office Supplies,Binders,19.936000000000007,4.0,0.2,7.226800000000001,0
Standard Class,Corporate,United States,San Diego,California,West,Office Supplies,Binders,65.56799999999996,2.0,0.2,22.9488,0
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,4.415999999999997,3.0,0.2,1.6007999999999996,0
Standard Class,Consumer,United States,Houston,Texas,Central,Furniture,Chairs,107.772,2.0,0.3,-29.2524,0
Standard Class,Corporate,United States,Toledo,Ohio,East,Office Supplies,Appliances,45.21600000000001,3.0,0.2,4.521599999999999,0
Standard Class,Corporate,United States,Toledo,Ohio,East,Office Supplies,Fasteners,10.415999999999997,7.0,0.2,-2.2134,0
Standard Class,Corporate,United States,Toledo,Ohio,East,Office Supplies,Art,7.871999999999986,3.0,0.2,1.2791999999999994,0
Standard Class,Corporate,United States,Toledo,Ohio,East,Technology,Phones,118.782,3.0,0.4,-27.7158,0
Standard Class,Corporate,United States,Toledo,Ohio,East,Office Supplies,Fasteners,1.4480000000000075,1.0,0.2,0.23529999999999873,0
Standard Class,Corporate,United States,Toledo,Ohio,East,Office Supplies,Binders,55.47,5.0,0.7,28.770872676991154,0
First Class,Consumer,United States,San Francisco,California,West,Furniture,Chairs,194.848,4.0,0.2,12.178,0
Second Class,Consumer,United States,Brownsville,Texas,Central,Office Supplies,Supplies,1.7440000000000282,1.0,0.2,-0.34880000000000067,0
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,25.175999999999988,4.0,0.7,-18.462399999999995,0
Standard Class,Home Office,United States,Los Angeles,California,West,Office Supplies,Art,19.460000000000008,7.0,0.0,5.0596,0
Standard Class,Home Office,United States,Denver,Colorado,West,Office Supplies,Paper,29.47200000000001,3.0,0.2,9.9468,0
Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Binders,8.639999999999986,2.0,0.2,3.024000000000001,0
Standard Class,Consumer,United States,Mesa,Arizona,West,Office Supplies,Binders,6.27000000000001,5.0,0.7,-4.597999999999999,0
Standard Class,Consumer,United States,Mesa,Arizona,West,Office Supplies,Binders,4.367999999999995,7.0,0.7,-3.348799999999997,0
Standard Class,Consumer,United States,Mesa,Arizona,West,Technology,Accessories,31.98400000000001,2.0,0.2,1.9989999999999988,0
First Class,Home Office,United States,Columbus,Indiana,Central,Office Supplies,Art,40.879999999999995,7.0,0.0,10.628799999999998,0
Second Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Appliances,119.96,2.0,0.0,33.5888,0
Second Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Storage,31.439999999999998,3.0,0.0,8.488799999999998,0
Second Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,6.8799999999999955,1.0,0.2,2.321999999999999,0
Standard Class,Corporate,United States,Detroit,Michigan,Central,Office Supplies,Paper,19.919999999999987,4.0,0.0,9.362400000000001,0
Standard Class,Corporate,United States,Detroit,Michigan,Central,Furniture,Chairs,1106.91,9.0,0.0,121.7601,0
Standard Class,Consumer,United States,Yonkers,New York,East,Furniture,Tables,836.592,8.0,0.4,28.770872676991154,0
Standard Class,Consumer,United States,Yonkers,New York,East,Office Supplies,Paper,26.379999999999995,1.0,0.0,12.134799999999998,0
Standard Class,Consumer,United States,Yonkers,New York,East,Office Supplies,Storage,362.92,2.0,0.0,105.24680000000001,0
Standard Class,Consumer,United States,Yonkers,New York,East,Technology,Machines,4899.93,7.0,0.0,2400.9657,1
Same Day,Consumer,United States,Des Moines,Iowa,Central,Office Supplies,Paper,6.47999999999999,1.0,0.0,3.1103999999999985,0
Second Class,Corporate,United States,Oakland,California,West,Technology,Phones,71.97600000000003,3.0,0.2,7.197600000000001,0
Second Class,Corporate,United States,Oakland,California,West,Office Supplies,Labels,3.1500000000000057,1.0,0.0,1.5120000000000005,0
Standard Class,Corporate,United States,Monroe,North Carolina,South,Furniture,Furnishings,31.98400000000001,2.0,0.2,1.9989999999999988,0
Standard Class,Corporate,United States,Monroe,North Carolina,South,Technology,Phones,71.98399999999998,2.0,0.2,25.1944,0
Standard Class,Consumer,United States,San Diego,California,West,Office Supplies,Art,120.15,9.0,0.0,33.642,0
